26-05-2018 11:36:45 	84:CA:BE:F0:FB:95 	student-service : 	WARNING - [1527327405305] User cojacasper failed to log in.
29-06-2018 11:08:06 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263286531] Signing up for an exam
29-06-2018 11:08:07 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263287533] User drstevanovic logged in successfully
29-06-2018 11:08:08 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263288534] Checking financial card
29-06-2018 11:08:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263294567] Logged out successfully
29-06-2018 11:08:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263294569] User cojacasper logged in successfully
29-06-2018 11:08:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263294571] Checking financial card
29-06-2018 11:08:18 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263298574] User fsavic logged in successfully
29-06-2018 11:08:22 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263302578] Checking financial card
29-06-2018 11:08:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263307580] Logged out successfully
29-06-2018 11:08:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263307582] User drstevanovic logged in successfully
29-06-2018 11:08:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263307584] Signing up for an exam
29-06-2018 11:08:29 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263309586] Checking financial card
29-06-2018 11:08:34 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263314589] Logged out successfully
29-06-2018 11:08:35 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263315592] Non-user has tried to sign up for an exam!
29-06-2018 11:08:36 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263316595] Non-user has tried to sign up for an exam!
29-06-2018 11:08:38 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263318598] Non-user has tried to sign up for an exam!
29-06-2018 11:08:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263320602] User fsavic logged in successfully
29-06-2018 11:08:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263320604] User cojacasper logged in successfully
29-06-2018 11:08:41 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263321607] Signing up for an exam
29-06-2018 11:08:44 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263324610] Logged out successfully
29-06-2018 11:08:48 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263328612] Non-user has tried to check financial card!
29-06-2018 11:08:49 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263329614] Non-user has tried to sign up for an exam!
29-06-2018 11:08:51 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263331618] User fsavic failed to log in.
29-06-2018 11:08:51 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263331620] Non-user has tried to check financial card!
29-06-2018 11:08:55 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263335622] Non-user has tried to sign up for an exam!
29-06-2018 11:08:58 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263338625] Non-user has tried to check financial card!
29-06-2018 11:09:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263340629] User cojacasper logged in successfully
29-06-2018 11:09:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263340631] Checking financial card
29-06-2018 11:09:08 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263348636] Signing up for an exam
29-06-2018 11:09:11 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263351638] Logged out successfully
29-06-2018 11:09:16 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263356642] Non-user has tried to sign up for an exam!
29-06-2018 11:09:17 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263357645] Non-user has tried to sign up for an exam!
29-06-2018 11:09:18 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263358648] Non-user has tried to sign up for an exam!
29-06-2018 11:09:23 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263363651] Non-user has tried to check financial card!
29-06-2018 11:09:25 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263365655] User cojacasper logged in successfully
29-06-2018 11:09:25 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263365657] Checking financial card
29-06-2018 11:09:31 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263371663] Signing up for an exam
29-06-2018 11:09:32 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263372665] Logged out successfully
29-06-2018 11:09:33 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263373667] Non-user has tried to check financial card!
29-06-2018 11:09:36 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263376669] User fsavic logged in successfully
29-06-2018 11:09:36 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263376669] User fsavic logged in successfully
29-06-2018 11:09:41 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263381671] User drstevanovic failed to log in.
29-06-2018 11:09:43 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263383674] Logged out successfully
29-06-2018 11:09:47 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263387676] Non-user has tried to check financial card!
29-06-2018 11:09:51 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263391680] Non-user has tried to sign up for an exam!
29-06-2018 11:09:53 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263393684] User cojacasper logged in successfully
29-06-2018 11:09:53 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263393686] Logged out successfully
29-06-2018 11:09:56 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263396689] Non-user has tried to check financial card!
29-06-2018 11:10:01 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263401691] Non-user has tried to check financial card!
29-06-2018 11:10:02 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263402694] Non-user has tried to sign up for an exam!
29-06-2018 11:10:07 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263407698] Non-user has tried to check financial card!
29-06-2018 11:10:08 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263408700] User fsavic failed to log in.
29-06-2018 11:10:08 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263408701] Non-user has tried to check financial card!
29-06-2018 11:10:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263410704] User fsavic logged in successfully
29-06-2018 11:10:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263410706] Logged out successfully
29-06-2018 11:10:11 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263411708] User fsavic logged in successfully
29-06-2018 11:10:15 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263415711] Signing up for an exam
29-06-2018 11:10:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263420714] Checking financial card
29-06-2018 11:10:24 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263424718] Logged out successfully
29-06-2018 11:10:24 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263424720] User cojacasper failed to log in.
29-06-2018 11:10:26 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263426724] User cojacasper logged in successfully
29-06-2018 11:10:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263427727] Logged out successfully
29-06-2018 11:10:27 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263427729] User fsavic failed to log in.
29-06-2018 11:10:27 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263427731] Non-user has tried to sign up for an exam!
29-06-2018 11:10:35 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263435735] Non-user has tried to sign up for an exam!
29-06-2018 11:10:39 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263439738] User fsavic failed to log in.
29-06-2018 11:10:39 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263439740] Non-user has tried to check financial card!
29-06-2018 11:10:43 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263443744] User fsavic failed to log in.
29-06-2018 11:10:47 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263447746] User drstevanovic failed to log in.
29-06-2018 11:10:52 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263452750] Non-user has tried to sign up for an exam!
29-06-2018 11:10:57 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263457752] User cojacasper failed to log in.
29-06-2018 11:10:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263458756] User drstevanovic logged in successfully
29-06-2018 11:10:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263458758] Logged out successfully
29-06-2018 11:11:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263462762] User fsavic logged in successfully
29-06-2018 11:11:04 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263464765] Signing up for an exam
29-06-2018 11:11:08 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263468767] Signing up for an exam
29-06-2018 11:11:13 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263473768] Checking financial card
29-06-2018 11:11:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263474771] Signing up for an exam
29-06-2018 11:11:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263479775] User fsavic logged in successfully
29-06-2018 11:11:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263483777] Signing up for an exam
29-06-2018 11:11:26 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263486779] Signing up for an exam
29-06-2018 11:11:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263488782] Logged out successfully
29-06-2018 11:11:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263488784] User drstevanovic logged in successfully
29-06-2018 11:11:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263488786] Logged out successfully
29-06-2018 11:11:31 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263491789] User fsavic logged in successfully
29-06-2018 11:11:35 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263495792] Checking financial card
29-06-2018 11:11:41 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263501797] User drstevanovic logged in successfully
29-06-2018 11:11:46 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263506799] Signing up for an exam
29-06-2018 11:11:51 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263511801] Checking financial card
29-06-2018 11:11:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263515803] Logged out successfully
29-06-2018 11:11:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263515805] User fsavic logged in successfully
29-06-2018 11:11:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263515807] Checking financial card
29-06-2018 11:12:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263522812] Signing up for an exam
29-06-2018 11:12:06 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263526814] Signing up for an exam
29-06-2018 11:12:09 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263529816] User cojacasper logged in successfully
29-06-2018 11:12:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263534818] Checking financial card
29-06-2018 11:12:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263539820] Signing up for an exam
29-06-2018 11:12:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263543823] Checking financial card
29-06-2018 11:12:24 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263544826] Logged out successfully
29-06-2018 11:12:24 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263544827] User fsavic failed to log in.
29-06-2018 11:12:24 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263544829] Non-user has tried to sign up for an exam!
29-06-2018 11:12:29 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263549834] User fsavic logged in successfully
29-06-2018 11:12:29 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263549836] User fsavic failed to log in.
29-06-2018 11:12:32 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263552838] Signing up for an exam
29-06-2018 11:12:33 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263553840] Signing up for an exam
29-06-2018 11:12:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263558842] Logged out successfully
29-06-2018 11:12:39 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263559844] User drstevanovic failed to log in.
29-06-2018 11:12:39 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263559845] Non-user has tried to sign up for an exam!
29-06-2018 11:12:42 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263562847] User drstevanovic logged in successfully
29-06-2018 11:12:42 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263562849] Signing up for an exam
29-06-2018 11:12:47 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263567852] Signing up for an exam
29-06-2018 11:12:51 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263571853] Logged out successfully
29-06-2018 11:12:56 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263576855] Non-user has tried to check financial card!
29-06-2018 11:12:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263578858] User cojacasper logged in successfully
29-06-2018 11:12:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263578860] Checking financial card
29-06-2018 11:13:06 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263586863] Signing up for an exam
29-06-2018 11:13:11 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263591864] Logged out successfully
29-06-2018 11:13:14 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263594866] Non-user has tried to sign up for an exam!
29-06-2018 11:13:15 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263595868] User drstevanovic failed to log in.
29-06-2018 11:13:19 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263599874] User cojacasper failed to log in.
29-06-2018 11:13:19 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263599875] User cojacasper failed to log in.
29-06-2018 11:13:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263600878] User drstevanovic logged in successfully
29-06-2018 11:13:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263600880] Signing up for an exam
29-06-2018 11:13:25 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263605883] Signing up for an exam
29-06-2018 11:13:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263607886] Checking financial card
29-06-2018 11:13:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263617895] Logged out successfully
29-06-2018 11:13:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263617897] User fsavic logged in successfully
29-06-2018 11:13:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263617899] Signing up for an exam
29-06-2018 11:13:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263618901] Checking financial card
29-06-2018 11:13:42 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263622904] Logged out successfully
29-06-2018 11:13:46 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263626906] Non-user has tried to check financial card!
29-06-2018 11:13:49 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263629908] Non-user has tried to sign up for an exam!
29-06-2018 11:13:50 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263630910] Non-user has tried to check financial card!
29-06-2018 11:13:53 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263633913] Non-user has tried to check financial card!
29-06-2018 11:13:56 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263636916] User cojacasper logged in successfully
29-06-2018 11:13:57 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263637917] Logged out successfully
29-06-2018 11:13:57 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263637918] User cojacasper logged in successfully
29-06-2018 11:13:57 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263637919] Signing up for an exam
29-06-2018 11:13:58 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263638920] User fsavic failed to log in.
29-06-2018 11:14:03 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263643921] Signing up for an exam
29-06-2018 11:14:04 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263644923] User drstevanovic failed to log in.
29-06-2018 11:14:09 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263649924] Checking financial card
29-06-2018 11:14:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263654926] Signing up for an exam
29-06-2018 11:14:17 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263657930] User fsavic failed to log in.
29-06-2018 11:14:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263659931] Signing up for an exam
29-06-2018 11:14:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263660933] Logged out successfully
29-06-2018 11:14:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263660935] User drstevanovic logged in successfully
29-06-2018 11:14:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263660937] Signing up for an exam
29-06-2018 11:14:24 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263664938] User fsavic logged in successfully
29-06-2018 11:14:25 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263665938] Logged out successfully
29-06-2018 11:14:27 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263667939] Non-user has tried to check financial card!
29-06-2018 11:14:29 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263669941] Non-user has tried to sign up for an exam!
29-06-2018 11:14:33 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263673943] Non-user has tried to sign up for an exam!
29-06-2018 11:14:34 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263674946] Non-user has tried to sign up for an exam!
29-06-2018 11:14:38 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263678949] Non-user has tried to check financial card!
29-06-2018 11:14:39 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263679950] User cojacasper failed to log in.
29-06-2018 11:14:39 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263679951] User drstevanovic logged in successfully
29-06-2018 11:14:42 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263682952] Logged out successfully
29-06-2018 11:14:42 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263682954] User cojacasper failed to log in.
29-06-2018 11:14:42 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263682956] Non-user has tried to sign up for an exam!
29-06-2018 11:14:47 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263687960] Non-user has tried to check financial card!
29-06-2018 11:14:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263690963] User fsavic logged in successfully
29-06-2018 11:14:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263690965] User fsavic logged in successfully
29-06-2018 11:14:52 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263692967] User cojacasper failed to log in.
29-06-2018 11:14:54 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263694968] User drstevanovic logged in successfully
29-06-2018 11:14:58 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263698970] User fsavic failed to log in.
29-06-2018 11:15:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263702972] Logged out successfully
29-06-2018 11:15:07 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263707976] Non-user has tried to sign up for an exam!
29-06-2018 11:15:12 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263712978] Non-user has tried to check financial card!
29-06-2018 11:15:16 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263716980] Non-user has tried to check financial card!
29-06-2018 11:15:18 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263718983] Non-user has tried to sign up for an exam!
29-06-2018 11:15:19 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263719985] Non-user has tried to sign up for an exam!
29-06-2018 11:15:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263720988] User drstevanovic logged in successfully
29-06-2018 11:15:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263720990] Checking financial card
29-06-2018 11:15:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263723992] Logged out successfully
29-06-2018 11:15:27 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263727994] Non-user has tried to sign up for an exam!
29-06-2018 11:15:30 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263730997] User cojacasper logged in successfully
29-06-2018 11:15:30 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263730999] Signing up for an exam
29-06-2018 11:15:33 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263733000] User fsavic logged in successfully
29-06-2018 11:15:35 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263735001] Checking financial card
29-06-2018 11:15:45 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263745006] Logged out successfully
29-06-2018 11:15:45 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263745008] User cojacasper failed to log in.
29-06-2018 11:15:45 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263745010] User cojacasper logged in successfully
29-06-2018 11:15:48 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263748012] Logged out successfully
29-06-2018 11:15:48 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263748014] User fsavic failed to log in.
29-06-2018 11:15:48 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263748016] User cojacasper logged in successfully
29-06-2018 11:15:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263750018] Logged out successfully
29-06-2018 11:15:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263750020] User cojacasper logged in successfully
29-06-2018 11:15:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263750022] Signing up for an exam
29-06-2018 11:15:53 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263753025] Signing up for an exam
29-06-2018 11:15:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263755028] Signing up for an exam
29-06-2018 11:15:57 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263757031] User drstevanovic failed to log in.
29-06-2018 11:16:01 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263761033] Signing up for an exam
29-06-2018 11:16:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263762036] Signing up for an exam
29-06-2018 11:16:06 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263766038] Logged out successfully
29-06-2018 11:16:06 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263766038] User drstevanovic failed to log in.
29-06-2018 11:16:06 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263766039] Non-user has tried to sign up for an exam!
29-06-2018 11:16:12 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263772042] User drstevanovic logged in successfully
29-06-2018 11:16:12 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263772044] Logged out successfully
29-06-2018 11:16:15 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263775046] Non-user has tried to sign up for an exam!
29-06-2018 11:16:17 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263777048] Non-user has tried to check financial card!
29-06-2018 11:16:22 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263782050] Non-user has tried to check financial card!
29-06-2018 11:16:28 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263788053] Non-user has tried to check financial card!
29-06-2018 11:16:32 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263792056] Non-user has tried to sign up for an exam!
29-06-2018 11:16:35 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263795059] Non-user has tried to check financial card!
29-06-2018 11:16:37 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263797062] Non-user has tried to check financial card!
29-06-2018 11:16:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263798066] User drstevanovic logged in successfully
29-06-2018 11:16:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263798068] User drstevanovic logged in successfully
29-06-2018 11:16:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263800071] Signing up for an exam
29-06-2018 11:16:45 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263805074] Checking financial card
29-06-2018 11:16:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263809078] Logged out successfully
29-06-2018 11:16:49 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263809080] User drstevanovic failed to log in.
29-06-2018 11:16:49 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263809082] Non-user has tried to sign up for an exam!
29-06-2018 11:16:51 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263811084] Non-user has tried to sign up for an exam!
29-06-2018 11:16:53 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263813085] Non-user has tried to check financial card!
29-06-2018 11:16:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263815088] User drstevanovic logged in successfully
29-06-2018 11:16:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263815090] Logged out successfully
29-06-2018 11:17:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263820093] User fsavic logged in successfully
29-06-2018 11:17:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263825094] Logged out successfully
29-06-2018 11:17:10 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263830097] Non-user has tried to sign up for an exam!
29-06-2018 11:17:12 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263832100] Non-user has tried to check financial card!
29-06-2018 11:17:15 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530263835102] User drstevanovic failed to log in.
29-06-2018 11:17:17 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263837104] User cojacasper logged in successfully
29-06-2018 11:17:17 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263837105] Checking financial card
29-06-2018 11:17:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263839106] Logged out successfully
29-06-2018 11:17:23 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263843108] Non-user has tried to sign up for an exam!
29-06-2018 11:17:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263848113] User fsavic logged in successfully
29-06-2018 11:17:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263848115] Checking financial card
29-06-2018 11:17:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530263857119] Logged out successfully
29-06-2018 11:17:42 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530263862122] Non-user has tried to check financial card!
